feature,target,cloud_ratio
D:\ITMO\senne\competition\data\train_features\xkxk,D:\ITMO\senne\competition\data\train_labels\xkxk.tif,0.997
D:\ITMO\senne\competition\data\train_features\step,D:\ITMO\senne\competition\data\train_labels\step.tif,0.403
D:\ITMO\senne\competition\data\train_features\arnr,D:\ITMO\senne\competition\data\train_labels\arnr.tif,0.721
D:\ITMO\senne\competition\data\train_features\luju,D:\ITMO\senne\competition\data\train_labels\luju.tif,0.922
D:\ITMO\senne\competition\data\train_features\mxpn,D:\ITMO\senne\competition\data\train_labels\mxpn.tif,0.384
D:\ITMO\senne\competition\data\train_features\wiju,D:\ITMO\senne\competition\data\train_labels\wiju.tif,1.0
D:\ITMO\senne\competition\data\train_features\huua,D:\ITMO\senne\competition\data\train_labels\huua.tif,0.243
D:\ITMO\senne\competition\data\train_features\xvnh,D:\ITMO\senne\competition\data\train_labels\xvnh.tif,1.0
D:\ITMO\senne\competition\data\train_features\ysnp,D:\ITMO\senne\competition\data\train_labels\ysnp.tif,0.0
D:\ITMO\senne\competition\data\train_features\yzjf,D:\ITMO\senne\competition\data\train_labels\yzjf.tif,0.67
D:\ITMO\senne\competition\data\train_features\gszs,D:\ITMO\senne\competition\data\train_labels\gszs.tif,0.291
D:\ITMO\senne\competition\data\train_features\doth,D:\ITMO\senne\competition\data\train_labels\doth.tif,0.045
D:\ITMO\senne\competition\data\train_features\cmqy,D:\ITMO\senne\competition\data\train_labels\cmqy.tif,1.0
D:\ITMO\senne\competition\data\train_features\jwot,D:\ITMO\senne\competition\data\train_labels\jwot.tif,0.925
D:\ITMO\senne\competition\data\train_features\nata,D:\ITMO\senne\competition\data\train_labels\nata.tif,0.179
D:\ITMO\senne\competition\data\train_features\sazd,D:\ITMO\senne\competition\data\train_labels\sazd.tif,0.295
D:\ITMO\senne\competition\data\train_features\ndlv,D:\ITMO\senne\competition\data\train_labels\ndlv.tif,0.115
D:\ITMO\senne\competition\data\train_features\vpwi,D:\ITMO\senne\competition\data\train_labels\vpwi.tif,0.965
D:\ITMO\senne\competition\data\train_features\vply,D:\ITMO\senne\competition\data\train_labels\vply.tif,0.0
D:\ITMO\senne\competition\data\train_features\cmhr,D:\ITMO\senne\competition\data\train_labels\cmhr.tif,0.0
D:\ITMO\senne\competition\data\train_features\wyql,D:\ITMO\senne\competition\data\train_labels\wyql.tif,0.995
D:\ITMO\senne\competition\data\train_features\huvc,D:\ITMO\senne\competition\data\train_labels\huvc.tif,0.808
D:\ITMO\senne\competition\data\train_features\xmkv,D:\ITMO\senne\competition\data\train_labels\xmkv.tif,0.751
D:\ITMO\senne\competition\data\train_features\bzzf,D:\ITMO\senne\competition\data\train_labels\bzzf.tif,0.671
D:\ITMO\senne\competition\data\train_features\xeak,D:\ITMO\senne\competition\data\train_labels\xeak.tif,0.281
D:\ITMO\senne\competition\data\train_features\lvcd,D:\ITMO\senne\competition\data\train_labels\lvcd.tif,1.0
D:\ITMO\senne\competition\data\train_features\kuiz,D:\ITMO\senne\competition\data\train_labels\kuiz.tif,0.979
D:\ITMO\senne\competition\data\train_features\auva,D:\ITMO\senne\competition\data\train_labels\auva.tif,0.48
D:\ITMO\senne\competition\data\train_features\ctec,D:\ITMO\senne\competition\data\train_labels\ctec.tif,0.414
D:\ITMO\senne\competition\data\train_features\svvp,D:\ITMO\senne\competition\data\train_labels\svvp.tif,0.866
D:\ITMO\senne\competition\data\train_features\xvcq,D:\ITMO\senne\competition\data\train_labels\xvcq.tif,1.0
D:\ITMO\senne\competition\data\train_features\lcyk,D:\ITMO\senne\competition\data\train_labels\lcyk.tif,0.211
D:\ITMO\senne\competition\data\train_features\bhyf,D:\ITMO\senne\competition\data\train_labels\bhyf.tif,1.0
D:\ITMO\senne\competition\data\train_features\wlmg,D:\ITMO\senne\competition\data\train_labels\wlmg.tif,1.0
D:\ITMO\senne\competition\data\train_features\vxqj,D:\ITMO\senne\competition\data\train_labels\vxqj.tif,0.504
D:\ITMO\senne\competition\data\train_features\yidc,D:\ITMO\senne\competition\data\train_labels\yidc.tif,1.0
D:\ITMO\senne\competition\data\train_features\qjob,D:\ITMO\senne\competition\data\train_labels\qjob.tif,1.0
D:\ITMO\senne\competition\data\train_features\yzsy,D:\ITMO\senne\competition\data\train_labels\yzsy.tif,0.0
D:\ITMO\senne\competition\data\train_features\vgbv,D:\ITMO\senne\competition\data\train_labels\vgbv.tif,0.999
D:\ITMO\senne\competition\data\train_features\rquq,D:\ITMO\senne\competition\data\train_labels\rquq.tif,1.0
D:\ITMO\senne\competition\data\train_features\qrif,D:\ITMO\senne\competition\data\train_labels\qrif.tif,0.756
D:\ITMO\senne\competition\data\train_features\tiru,D:\ITMO\senne\competition\data\train_labels\tiru.tif,1.0
D:\ITMO\senne\competition\data\train_features\thwn,D:\ITMO\senne\competition\data\train_labels\thwn.tif,0.152
D:\ITMO\senne\competition\data\train_features\dooj,D:\ITMO\senne\competition\data\train_labels\dooj.tif,0.136
D:\ITMO\senne\competition\data\train_features\obyg,D:\ITMO\senne\competition\data\train_labels\obyg.tif,0.47
D:\ITMO\senne\competition\data\train_features\vvqk,D:\ITMO\senne\competition\data\train_labels\vvqk.tif,0.782
D:\ITMO\senne\competition\data\train_features\wfrm,D:\ITMO\senne\competition\data\train_labels\wfrm.tif,1.0
D:\ITMO\senne\competition\data\train_features\ekxk,D:\ITMO\senne\competition\data\train_labels\ekxk.tif,1.0
D:\ITMO\senne\competition\data\train_features\rxul,D:\ITMO\senne\competition\data\train_labels\rxul.tif,0.28
D:\ITMO\senne\competition\data\train_features\pecl,D:\ITMO\senne\competition\data\train_labels\pecl.tif,0.71
D:\ITMO\senne\competition\data\train_features\lakw,D:\ITMO\senne\competition\data\train_labels\lakw.tif,0.551
D:\ITMO\senne\competition\data\train_features\zbqe,D:\ITMO\senne\competition\data\train_labels\zbqe.tif,0.047
D:\ITMO\senne\competition\data\train_features\bkuu,D:\ITMO\senne\competition\data\train_labels\bkuu.tif,1.0
D:\ITMO\senne\competition\data\train_features\rarg,D:\ITMO\senne\competition\data\train_labels\rarg.tif,1.0
D:\ITMO\senne\competition\data\train_features\agtl,D:\ITMO\senne\competition\data\train_labels\agtl.tif,0.976
D:\ITMO\senne\competition\data\train_features\mxfy,D:\ITMO\senne\competition\data\train_labels\mxfy.tif,0.008
D:\ITMO\senne\competition\data\train_features\wknm,D:\ITMO\senne\competition\data\train_labels\wknm.tif,1.0
D:\ITMO\senne\competition\data\train_features\ltnm,D:\ITMO\senne\competition\data\train_labels\ltnm.tif,0.995
D:\ITMO\senne\competition\data\train_features\dirs,D:\ITMO\senne\competition\data\train_labels\dirs.tif,0.975
D:\ITMO\senne\competition\data\train_features\dbyp,D:\ITMO\senne\competition\data\train_labels\dbyp.tif,1.0
D:\ITMO\senne\competition\data\train_features\lbee,D:\ITMO\senne\competition\data\train_labels\lbee.tif,0.501
D:\ITMO\senne\competition\data\train_features\xhaq,D:\ITMO\senne\competition\data\train_labels\xhaq.tif,0.665
D:\ITMO\senne\competition\data\train_features\xazk,D:\ITMO\senne\competition\data\train_labels\xazk.tif,0.523
D:\ITMO\senne\competition\data\train_features\swfm,D:\ITMO\senne\competition\data\train_labels\swfm.tif,0.873
D:\ITMO\senne\competition\data\train_features\jeje,D:\ITMO\senne\competition\data\train_labels\jeje.tif,0.575
D:\ITMO\senne\competition\data\train_features\ejfp,D:\ITMO\senne\competition\data\train_labels\ejfp.tif,0.456
D:\ITMO\senne\competition\data\train_features\ysyv,D:\ITMO\senne\competition\data\train_labels\ysyv.tif,0.947
D:\ITMO\senne\competition\data\train_features\obtq,D:\ITMO\senne\competition\data\train_labels\obtq.tif,0.266
D:\ITMO\senne\competition\data\train_features\ldej,D:\ITMO\senne\competition\data\train_labels\ldej.tif,0.0
D:\ITMO\senne\competition\data\train_features\mebh,D:\ITMO\senne\competition\data\train_labels\mebh.tif,1.0
D:\ITMO\senne\competition\data\train_features\xqxj,D:\ITMO\senne\competition\data\train_labels\xqxj.tif,0.167
D:\ITMO\senne\competition\data\train_features\srbe,D:\ITMO\senne\competition\data\train_labels\srbe.tif,0.675
D:\ITMO\senne\competition\data\train_features\mqcq,D:\ITMO\senne\competition\data\train_labels\mqcq.tif,0.012
D:\ITMO\senne\competition\data\train_features\lrup,D:\ITMO\senne\competition\data\train_labels\lrup.tif,0.104
D:\ITMO\senne\competition\data\train_features\xcpj,D:\ITMO\senne\competition\data\train_labels\xcpj.tif,0.265
D:\ITMO\senne\competition\data\train_features\ktra,D:\ITMO\senne\competition\data\train_labels\ktra.tif,1.0
D:\ITMO\senne\competition\data\train_features\dohh,D:\ITMO\senne\competition\data\train_labels\dohh.tif,0.064
D:\ITMO\senne\competition\data\train_features\jxhr,D:\ITMO\senne\competition\data\train_labels\jxhr.tif,0.978
D:\ITMO\senne\competition\data\train_features\xkpa,D:\ITMO\senne\competition\data\train_labels\xkpa.tif,0.613
D:\ITMO\senne\competition\data\train_features\hzwe,D:\ITMO\senne\competition\data\train_labels\hzwe.tif,0.0
D:\ITMO\senne\competition\data\train_features\ltkr,D:\ITMO\senne\competition\data\train_labels\ltkr.tif,1.0
D:\ITMO\senne\competition\data\train_features\myie,D:\ITMO\senne\competition\data\train_labels\myie.tif,0.038
D:\ITMO\senne\competition\data\train_features\yfpg,D:\ITMO\senne\competition\data\train_labels\yfpg.tif,1.0
D:\ITMO\senne\competition\data\train_features\pcfh,D:\ITMO\senne\competition\data\train_labels\pcfh.tif,0.885
D:\ITMO\senne\competition\data\train_features\vqld,D:\ITMO\senne\competition\data\train_labels\vqld.tif,0.299
D:\ITMO\senne\competition\data\train_features\vbbz,D:\ITMO\senne\competition\data\train_labels\vbbz.tif,0.561
D:\ITMO\senne\competition\data\train_features\rtxi,D:\ITMO\senne\competition\data\train_labels\rtxi.tif,0.967
D:\ITMO\senne\competition\data\train_features\wffk,D:\ITMO\senne\competition\data\train_labels\wffk.tif,0.0
D:\ITMO\senne\competition\data\train_features\xenx,D:\ITMO\senne\competition\data\train_labels\xenx.tif,0.504
D:\ITMO\senne\competition\data\train_features\yopn,D:\ITMO\senne\competition\data\train_labels\yopn.tif,0.05
D:\ITMO\senne\competition\data\train_features\jcrm,D:\ITMO\senne\competition\data\train_labels\jcrm.tif,0.276
D:\ITMO\senne\competition\data\train_features\pdov,D:\ITMO\senne\competition\data\train_labels\pdov.tif,0.864
D:\ITMO\senne\competition\data\train_features\xmsu,D:\ITMO\senne\competition\data\train_labels\xmsu.tif,0.839
D:\ITMO\senne\competition\data\train_features\elxw,D:\ITMO\senne\competition\data\train_labels\elxw.tif,0.125
D:\ITMO\senne\competition\data\train_features\sond,D:\ITMO\senne\competition\data\train_labels\sond.tif,0.999
D:\ITMO\senne\competition\data\train_features\ygan,D:\ITMO\senne\competition\data\train_labels\ygan.tif,0.581
D:\ITMO\senne\competition\data\train_features\euqi,D:\ITMO\senne\competition\data\train_labels\euqi.tif,0.905
D:\ITMO\senne\competition\data\train_features\zcac,D:\ITMO\senne\competition\data\train_labels\zcac.tif,0.683
D:\ITMO\senne\competition\data\train_features\mfci,D:\ITMO\senne\competition\data\train_labels\mfci.tif,0.995
D:\ITMO\senne\competition\data\train_features\mpqq,D:\ITMO\senne\competition\data\train_labels\mpqq.tif,0.001
D:\ITMO\senne\competition\data\train_features\akgz,D:\ITMO\senne\competition\data\train_labels\akgz.tif,0.828
D:\ITMO\senne\competition\data\train_features\mtyk,D:\ITMO\senne\competition\data\train_labels\mtyk.tif,0.009
D:\ITMO\senne\competition\data\train_features\fott,D:\ITMO\senne\competition\data\train_labels\fott.tif,0.465
D:\ITMO\senne\competition\data\train_features\nnbv,D:\ITMO\senne\competition\data\train_labels\nnbv.tif,0.0
D:\ITMO\senne\competition\data\train_features\alpj,D:\ITMO\senne\competition\data\train_labels\alpj.tif,0.8
D:\ITMO\senne\competition\data\train_features\wvjs,D:\ITMO\senne\competition\data\train_labels\wvjs.tif,0.533
D:\ITMO\senne\competition\data\train_features\nivf,D:\ITMO\senne\competition\data\train_labels\nivf.tif,0.796
D:\ITMO\senne\competition\data\train_features\aeaj,D:\ITMO\senne\competition\data\train_labels\aeaj.tif,1.0
D:\ITMO\senne\competition\data\train_features\leal,D:\ITMO\senne\competition\data\train_labels\leal.tif,1.0
D:\ITMO\senne\competition\data\train_features\pfmm,D:\ITMO\senne\competition\data\train_labels\pfmm.tif,0.0
D:\ITMO\senne\competition\data\train_features\cpjy,D:\ITMO\senne\competition\data\train_labels\cpjy.tif,1.0
D:\ITMO\senne\competition\data\train_features\bgte,D:\ITMO\senne\competition\data\train_labels\bgte.tif,0.151
D:\ITMO\senne\competition\data\train_features\zadn,D:\ITMO\senne\competition\data\train_labels\zadn.tif,0.314
D:\ITMO\senne\competition\data\train_features\swwj,D:\ITMO\senne\competition\data\train_labels\swwj.tif,0.99
D:\ITMO\senne\competition\data\train_features\qymk,D:\ITMO\senne\competition\data\train_labels\qymk.tif,1.0
D:\ITMO\senne\competition\data\train_features\duio,D:\ITMO\senne\competition\data\train_labels\duio.tif,0.01
D:\ITMO\senne\competition\data\train_features\yhws,D:\ITMO\senne\competition\data\train_labels\yhws.tif,0.498
D:\ITMO\senne\competition\data\train_features\pdkk,D:\ITMO\senne\competition\data\train_labels\pdkk.tif,0.057
D:\ITMO\senne\competition\data\train_features\sgox,D:\ITMO\senne\competition\data\train_labels\sgox.tif,1.0
D:\ITMO\senne\competition\data\train_features\jwvc,D:\ITMO\senne\competition\data\train_labels\jwvc.tif,0.744
D:\ITMO\senne\competition\data\train_features\nguw,D:\ITMO\senne\competition\data\train_labels\nguw.tif,0.998
D:\ITMO\senne\competition\data\train_features\ycui,D:\ITMO\senne\competition\data\train_labels\ycui.tif,1.0
D:\ITMO\senne\competition\data\train_features\njls,D:\ITMO\senne\competition\data\train_labels\njls.tif,1.0
D:\ITMO\senne\competition\data\train_features\ndyb,D:\ITMO\senne\competition\data\train_labels\ndyb.tif,0.386
D:\ITMO\senne\competition\data\train_features\cpgf,D:\ITMO\senne\competition\data\train_labels\cpgf.tif,1.0
D:\ITMO\senne\competition\data\train_features\sokg,D:\ITMO\senne\competition\data\train_labels\sokg.tif,0.0
D:\ITMO\senne\competition\data\train_features\alqg,D:\ITMO\senne\competition\data\train_labels\alqg.tif,0.991
D:\ITMO\senne\competition\data\train_features\mofn,D:\ITMO\senne\competition\data\train_labels\mofn.tif,0.085
D:\ITMO\senne\competition\data\train_features\aqft,D:\ITMO\senne\competition\data\train_labels\aqft.tif,0.978
D:\ITMO\senne\competition\data\train_features\xpwu,D:\ITMO\senne\competition\data\train_labels\xpwu.tif,0.992
D:\ITMO\senne\competition\data\train_features\dmll,D:\ITMO\senne\competition\data\train_labels\dmll.tif,0.0
D:\ITMO\senne\competition\data\train_features\waug,D:\ITMO\senne\competition\data\train_labels\waug.tif,0.998
D:\ITMO\senne\competition\data\train_features\xqyx,D:\ITMO\senne\competition\data\train_labels\xqyx.tif,0.497
D:\ITMO\senne\competition\data\train_features\byze,D:\ITMO\senne\competition\data\train_labels\byze.tif,0.609
D:\ITMO\senne\competition\data\train_features\lscs,D:\ITMO\senne\competition\data\train_labels\lscs.tif,0.998
D:\ITMO\senne\competition\data\train_features\qlcn,D:\ITMO\senne\competition\data\train_labels\qlcn.tif,0.151
D:\ITMO\senne\competition\data\train_features\xrtz,D:\ITMO\senne\competition\data\train_labels\xrtz.tif,0.816
D:\ITMO\senne\competition\data\train_features\wwyu,D:\ITMO\senne\competition\data\train_labels\wwyu.tif,0.349
D:\ITMO\senne\competition\data\train_features\jxbo,D:\ITMO\senne\competition\data\train_labels\jxbo.tif,0.727
D:\ITMO\senne\competition\data\train_features\xcbb,D:\ITMO\senne\competition\data\train_labels\xcbb.tif,0.268
D:\ITMO\senne\competition\data\train_features\yely,D:\ITMO\senne\competition\data\train_labels\yely.tif,1.0
D:\ITMO\senne\competition\data\train_features\obbt,D:\ITMO\senne\competition\data\train_labels\obbt.tif,0.03
D:\ITMO\senne\competition\data\train_features\hpqs,D:\ITMO\senne\competition\data\train_labels\hpqs.tif,1.0
D:\ITMO\senne\competition\data\train_features\rzfe,D:\ITMO\senne\competition\data\train_labels\rzfe.tif,0.625
D:\ITMO\senne\competition\data\train_features\enel,D:\ITMO\senne\competition\data\train_labels\enel.tif,0.532
D:\ITMO\senne\competition\data\train_features\yctb,D:\ITMO\senne\competition\data\train_labels\yctb.tif,0.989
D:\ITMO\senne\competition\data\train_features\hxhh,D:\ITMO\senne\competition\data\train_labels\hxhh.tif,1.0
D:\ITMO\senne\competition\data\train_features\wuwx,D:\ITMO\senne\competition\data\train_labels\wuwx.tif,1.0
D:\ITMO\senne\competition\data\train_features\xrje,D:\ITMO\senne\competition\data\train_labels\xrje.tif,1.0
D:\ITMO\senne\competition\data\train_features\pciw,D:\ITMO\senne\competition\data\train_labels\pciw.tif,0.976
D:\ITMO\senne\competition\data\train_features\rtrj,D:\ITMO\senne\competition\data\train_labels\rtrj.tif,0.322
D:\ITMO\senne\competition\data\train_features\mtqa,D:\ITMO\senne\competition\data\train_labels\mtqa.tif,0.175
D:\ITMO\senne\competition\data\train_features\ixwf,D:\ITMO\senne\competition\data\train_labels\ixwf.tif,0.301
D:\ITMO\senne\competition\data\train_features\urwx,D:\ITMO\senne\competition\data\train_labels\urwx.tif,0.805
D:\ITMO\senne\competition\data\train_features\sspf,D:\ITMO\senne\competition\data\train_labels\sspf.tif,1.0
D:\ITMO\senne\competition\data\train_features\cvzm,D:\ITMO\senne\competition\data\train_labels\cvzm.tif,0.585
D:\ITMO\senne\competition\data\train_features\whmn,D:\ITMO\senne\competition\data\train_labels\whmn.tif,1.0
D:\ITMO\senne\competition\data\train_features\emnp,D:\ITMO\senne\competition\data\train_labels\emnp.tif,0.0
D:\ITMO\senne\competition\data\train_features\vzec,D:\ITMO\senne\competition\data\train_labels\vzec.tif,0.542
D:\ITMO\senne\competition\data\train_features\mgmx,D:\ITMO\senne\competition\data\train_labels\mgmx.tif,0.97
D:\ITMO\senne\competition\data\train_features\agpn,D:\ITMO\senne\competition\data\train_labels\agpn.tif,0.248
D:\ITMO\senne\competition\data\train_features\flvu,D:\ITMO\senne\competition\data\train_labels\flvu.tif,1.0
D:\ITMO\senne\competition\data\train_features\natu,D:\ITMO\senne\competition\data\train_labels\natu.tif,0.233
D:\ITMO\senne\competition\data\train_features\skhd,D:\ITMO\senne\competition\data\train_labels\skhd.tif,0.607
D:\ITMO\senne\competition\data\train_features\iwmu,D:\ITMO\senne\competition\data\train_labels\iwmu.tif,0.21
D:\ITMO\senne\competition\data\train_features\pkdh,D:\ITMO\senne\competition\data\train_labels\pkdh.tif,0.596
D:\ITMO\senne\competition\data\train_features\rrvo,D:\ITMO\senne\competition\data\train_labels\rrvo.tif,0.472
